week_start,week_end,price,symbol,box_type
2022-07-25,2022-07-31,108.20,DMU,Draft
2022-08-01,2022-08-07,106.94,DMU,Draft
2022-08-08,2022-08-14,108.53,DMU,Draft
2022-08-15,2022-08-21,113.15,DMU,Draft
2022-08-22,2022-08-28,109.89,DMU,Draft
2022-08-29,2022-09-04,107.19,DMU,Draft
2022-09-05,2022-09-11,100.49,DMU,Draft
2022-09-12,2022-09-18,98.29,DMU,Draft
2022-09-19,2022-09-25,105.93,DMU,Draft
2022-09-26,2022-10-02,102.31,DMU,Draft
2022-10-03,2022-10-09,101.04,DMU,Draft
2022-10-10,2022-10-16,98.44,DMU,Draft
2022-10-17,2022-10-23,97.14,DMU,Draft
2022-10-24,2022-10-30,91.61,DMU,Draft
2022-10-31,2022-11-06,90.03,DMU,Draft
2022-11-07,2022-11-13,87.96,DMU,Draft
2022-11-14,2022-11-20,90.90,DMU,Draft
2022-11-21,2022-11-27,93.79,DMU,Draft
2022-11-28,2022-12-04,94.74,DMU,Draft
2022-12-05,2022-12-11,92.61,DMU,Draft
2022-12-12,2022-12-18,91.76,DMU,Draft
2022-12-19,2022-12-25,91.41,DMU,Draft
2022-12-26,2023-01-01,90.52,DMU,Draft
2023-01-02,2023-01-08,91.09,DMU,Draft
2023-01-09,2023-01-15,91.60,DMU,Draft
2023-01-16,2023-01-22,89.35,DMU,Draft
2023-01-23,2023-01-29,90.15,DMU,Draft
2022-09-12,2022-09-18,239.85,BRO,Collector
2022-09-19,2022-09-25,234.93,BRO,Collector
2022-09-26,2022-10-02,230.32,BRO,Collector
2022-10-03,2022-10-09,219.79,BRO,Collector
2022-10-10,2022-10-16,212.22,BRO,Collector
2022-10-17,2022-10-23,210.97,BRO,Collector
2022-10-24,2022-10-30,209.76,BRO,Collector
2022-10-31,2022-11-06,212.66,BRO,Collector
2022-11-07,2022-11-13,212.66,BRO,Collector
2022-11-14,2022-11-20,227.36,BRO,Collector
2022-11-21,2022-11-27,219.00,BRO,Collector
2022-11-28,2022-12-04,223.08,BRO,Collector
2022-12-05,2022-12-11,222.94,BRO,Collector
2022-12-12,2022-12-18,215.92,BRO,Collector
2022-12-19,2022-12-25,217.15,BRO,Collector
2022-12-26,2023-01-01,216.53,BRO,Collector
2023-01-02,2023-01-08,213.11,BRO,Collector
2023-01-09,2023-01-15,214.75,BRO,Collector
2023-01-16,2023-01-22,213.84,BRO,Collector
2023-01-23,2023-01-29,212.43,BRO,Collector
2023-01-30,2023-02-05,212.43,BRO,Collector
2023-02-06,2023-02-12,203.20,BRO,Collector
2022-08-29,2022-09-04,118.14,BRO,Set
2022-09-05,2022-09-11,118.29,BRO,Set
2022-09-12,2022-09-18,117.97,BRO,Set
2022-09-19,2022-09-25,117.05,BRO,Set
2022-09-26,2022-10-02,113.07,BRO,Set
2022-10-03,2022-10-09,114.28,BRO,Set
2022-10-10,2022-10-16,113.61,BRO,Set
2022-10-17,2022-10-23,118.71,BRO,Set
2022-10-24,2022-10-30,119.98,BRO,Set
2022-10-31,2022-11-06,116.15,BRO,Set
2022-11-07,2022-11-13,115.69,BRO,Set
2022-11-14,2022-11-20,113.85,BRO,Set
2022-11-21,2022-11-27,112.93,BRO,Set
2022-11-28,2022-12-04,118.58,BRO,Set
2022-12-05,2022-12-11,114.07,BRO,Set
2022-12-12,2022-12-18,114.33,BRO,Set
2022-12-19,2022-12-25,118.78,BRO,Set
2022-12-26,2023-01-01,113.99,BRO,Set
2023-01-02,2023-01-08,114.39,BRO,Set
2023-01-09,2023-01-15,111.71,BRO,Set
2023-01-16,2023-01-22,113.36,BRO,Set
2023-01-23,2023-01-29,112.73,BRO,Set
2023-01-30,2023-02-05,112.73,BRO,Set
2022-09-05,2022-09-11,112.90,BRO,Draft
2022-09-12,2022-09-18,112.86,BRO,Draft
2022-09-19,2022-09-25,112.48,BRO,Draft
2022-09-26,2022-10-02,112.05,BRO,Draft
2022-10-03,2022-10-09,108.75,BRO,Draft
2022-10-10,2022-10-16,107.88,BRO,Draft
2022-10-17,2022-10-23,107.25,BRO,Draft
2022-10-24,2022-10-30,106.65,BRO,Draft
2022-10-31,2022-11-06,105.99,BRO,Draft
2022-11-07,2022-11-13,99.12,BRO,Draft
2022-11-14,2022-11-20,98.19,BRO,Draft
2022-11-21,2022-11-27,97.93,BRO,Draft
2022-11-28,2022-12-04,98.08,BRO,Draft
2022-12-05,2022-12-11,96.34,BRO,Draft
2022-12-12,2022-12-18,101.62,BRO,Draft
2022-12-19,2022-12-25,106.21,BRO,Draft
2022-12-26,2023-01-01,108.61,BRO,Draft
2023-01-02,2023-01-08,108.40,BRO,Draft
2023-01-09,2023-01-15,107.86,BRO,Draft
2023-01-16,2023-01-22,107.21,BRO,Draft
2023-01-23,2023-01-29,103.05,BRO,Draft
2022-03-21,2022-03-27,348.44,CLB,Collector
2022-03-28,2022-04-03,348.44,CLB,Collector
2022-04-04,2022-04-10,348.34,CLB,Collector
2022-04-11,2022-04-17,348.17,CLB,Collector
2022-04-18,2022-04-24,348.17,CLB,Collector
2022-04-25,2022-05-01,342.48,CLB,Collector
2022-05-02,2022-05-08,338.34,CLB,Collector
2022-05-09,2022-05-15,302.97,CLB,Collector
2022-05-16,2022-05-22,258.58,CLB,Collector
2022-05-23,2022-05-29,239.80,CLB,Collector
2022-05-30,2022-06-05,230.35,CLB,Collector
2022-06-06,2022-06-12,215.53,CLB,Collector
2022-06-13,2022-06-19,206.43,CLB,Collector
2022-06-20,2022-06-26,183.84,CLB,Collector
2022-06-27,2022-07-03,190.89,CLB,Collector
2022-07-04,2022-07-10,173.20,CLB,Collector
2022-07-11,2022-07-17,177.99,CLB,Collector
2022-07-18,2022-07-24,177.93,CLB,Collector
2022-07-25,2022-07-31,172.20,CLB,Collector
2022-08-01,2022-08-07,167.18,CLB,Collector
2022-08-08,2022-08-14,166.67,CLB,Collector
2022-08-15,2022-08-21,166.23,CLB,Collector
2022-08-22,2022-08-28,155.93,CLB,Collector
2022-08-29,2022-09-04,147.02,CLB,Collector
2022-09-05,2022-09-11,136.96,CLB,Collector
2022-09-12,2022-09-18,134.90,CLB,Collector
2022-09-19,2022-09-25,143.52,CLB,Collector
2022-09-26,2022-10-02,141.04,CLB,Collector
2022-10-03,2022-10-09,155.24,CLB,Collector
2022-10-10,2022-10-16,152.06,CLB,Collector
2022-10-17,2022-10-23,149.72,CLB,Collector
2022-10-24,2022-10-30,149.15,CLB,Collector
2022-10-31,2022-11-06,146.52,CLB,Collector
2022-11-07,2022-11-13,142.79,CLB,Collector
2022-11-14,2022-11-20,143.17,CLB,Collector
2022-11-21,2022-11-27,138.16,CLB,Collector
2022-11-28,2022-12-04,135.05,CLB,Collector
2022-12-05,2022-12-11,134.79,CLB,Collector
2022-12-12,2022-12-18,132.84,CLB,Collector
2022-12-19,2022-12-25,132.78,CLB,Collector
2022-12-26,2023-01-01,135.97,CLB,Collector
2023-01-02,2023-01-08,140.43,CLB,Collector
2023-01-09,2023-01-15,146.11,CLB,Collector
2023-01-16,2023-01-22,148.20,CLB,Collector
2023-01-23,2023-01-29,147.57,CLB,Collector
2022-03-21,2022-03-27,149.43,CLB,Draft
2022-03-28,2022-04-03,149.41,CLB,Draft
2022-04-04,2022-04-10,194.41,CLB,Draft
2022-04-11,2022-04-17,147.67,CLB,Draft
2022-04-18,2022-04-24,146.87,CLB,Draft
2022-04-25,2022-05-01,140.18,CLB,Draft
2022-05-02,2022-05-08,125.42,CLB,Draft
2022-05-09,2022-05-15,105.33,CLB,Draft
2022-05-16,2022-05-22,98.01,CLB,Draft
2022-05-23,2022-05-29,100.94,CLB,Draft
2022-05-30,2022-06-05,95.76,CLB,Draft
2022-06-06,2022-06-12,89.79,CLB,Draft
2022-06-13,2022-06-19,89.86,CLB,Draft
2022-06-20,2022-06-26,87.20,CLB,Draft
2022-06-27,2022-07-03,85.33,CLB,Draft
2022-07-04,2022-07-10,89.47,CLB,Draft
2022-07-11,2022-07-17,93.08,CLB,Draft
2022-07-18,2022-07-24,84.91,CLB,Draft
2022-07-25,2022-07-31,85.63,CLB,Draft
2022-08-01,2022-08-07,85.49,CLB,Draft
2022-08-08,2022-08-14,83.01,CLB,Draft
2022-08-15,2022-08-21,82.48,CLB,Draft
2022-08-22,2022-08-28,82.80,CLB,Draft
2022-08-29,2022-09-04,82.10,CLB,Draft
2022-09-05,2022-09-11,82.98,CLB,Draft
2022-09-12,2022-09-18,83.22,CLB,Draft
2022-09-19,2022-09-25,83.06,CLB,Draft
2022-09-26,2022-10-02,79.34,CLB,Draft
2022-10-03,2022-10-09,77.59,CLB,Draft
2022-10-10,2022-10-16,77.38,CLB,Draft
2022-10-17,2022-10-23,78.81,CLB,Draft
2022-10-24,2022-10-30,80.90,CLB,Draft
2022-10-31,2022-11-06,80.57,CLB,Draft
2022-11-07,2022-11-13,78.67,CLB,Draft
2022-11-14,2022-11-20,80.02,CLB,Draft
2022-11-21,2022-11-27,84.82,CLB,Draft
2022-11-28,2022-12-04,85.29,CLB,Draft
2022-12-05,2022-12-11,82.30,CLB,Draft
2022-12-12,2022-12-18,83.36,CLB,Draft
2022-12-19,2022-12-25,82.45,CLB,Draft
2022-12-26,2023-01-01,79.38,CLB,Draft
2023-01-02,2023-01-08,79.56,CLB,Draft
2023-01-09,2023-01-15,80.94,CLB,Draft
2023-01-16,2023-01-22,84.39,CLB,Draft
2023-01-23,2023-01-29,89.99,CLB,Draft
2022-03-21,2022-03-27,149.99,CLB,Set
2022-03-28,2022-04-03,149.57,CLB,Set
2022-04-04,2022-04-10,149.42,CLB,Set
2022-04-11,2022-04-17,149.16,CLB,Set
2022-04-18,2022-04-24,148.50,CLB,Set
2022-04-25,2022-05-01,148.21,CLB,Set
2022-05-02,2022-05-08,139.68,CLB,Set
2022-05-09,2022-05-15,118.32,CLB,Set
2022-05-16,2022-05-22,104.75,CLB,Set
2022-05-23,2022-05-29,101.82,CLB,Set
2022-05-30,2022-06-05,102.25,CLB,Set
2022-06-06,2022-06-12,91.86,CLB,Set
2022-06-13,2022-06-19,90.36,CLB,Set
2022-06-20,2022-06-26,89.42,CLB,Set
2022-06-27,2022-07-03,92.38,CLB,Set
2022-07-04,2022-07-10,90.05,CLB,Set
2022-07-11,2022-07-17,86.31,CLB,Set
2022-07-18,2022-07-24,81.59,CLB,Set
2022-07-25,2022-07-31,82.17,CLB,Set
2022-08-01,2022-08-07,80.71,CLB,Set
2022-08-08,2022-08-14,78.94,CLB,Set
2022-08-15,2022-08-21,78.53,CLB,Set
2022-08-22,2022-08-28,78.81,CLB,Set
2022-08-29,2022-09-04,78.90,CLB,Set
2022-09-05,2022-09-11,78.30,CLB,Set
2022-09-12,2022-09-18,78.84,CLB,Set
2022-09-19,2022-09-25,78.21,CLB,Set
2022-09-26,2022-10-02,75.61,CLB,Set
2022-10-03,2022-10-09,77.37,CLB,Set
2022-10-10,2022-10-16,77.28,CLB,Set
2022-10-17,2022-10-23,78.05,CLB,Set
2022-10-24,2022-10-30,78.48,CLB,Set
2022-10-31,2022-11-06,76.71,CLB,Set
2022-11-07,2022-11-13,75.98,CLB,Set
2022-11-14,2022-11-20,71.57,CLB,Set
2022-11-21,2022-11-27,78.11,CLB,Set
2022-11-28,2022-12-04,72.47,CLB,Set
2022-12-05,2022-12-11,74.06,CLB,Set
2022-12-12,2022-12-18,74.70,CLB,Set
2022-12-19,2022-12-25,80.20,CLB,Set
2022-12-26,2023-01-01,78.20,CLB,Set
2023-01-02,2023-01-08,82.38,CLB,Set
2023-01-09,2023-01-15,81.81,CLB,Set
2023-01-16,2023-01-22,82.60,CLB,Set
2023-01-23,2023-01-29,82.66,CLB,Set
2022-04-25,2022-05-01,399.99,2X2,Collector
2022-05-02,2022-05-08,399.95,2X2,Collector
2022-05-09,2022-05-15,351.47,2X2,Collector
2022-05-16,2022-05-22,282.32,2X2,Collector
2022-05-23,2022-05-29,282.15,2X2,Collector
2022-05-30,2022-06-05,274.22,2X2,Collector
2022-06-06,2022-06-12,247.48,2X2,Collector
2022-06-13,2022-06-19,287.79,2X2,Collector
2022-06-20,2022-06-26,273.28,2X2,Collector
2022-06-27,2022-07-03,274.25,2X2,Collector
2022-07-04,2022-07-10,325.59,2X2,Collector
2022-07-11,2022-07-17,322.88,2X2,Collector
2022-07-18,2022-07-24,312.53,2X2,Collector
2022-07-25,2022-07-31,300.09,2X2,Collector
2022-08-01,2022-08-07,297.23,2X2,Collector
2022-08-08,2022-08-14,291.51,2X2,Collector
2022-08-15,2022-08-21,291.73,2X2,Collector
2022-08-22,2022-08-28,286.83,2X2,Collector
2022-08-29,2022-09-04,286.17,2X2,Collector
2022-09-05,2022-09-11,290.94,2X2,Collector
2022-09-12,2022-09-18,287.24,2X2,Collector
2022-09-19,2022-09-25,272.07,2X2,Collector
2022-09-26,2022-10-02,270.87,2X2,Collector
2022-10-03,2022-10-09,266.14,2X2,Collector
2022-10-10,2022-10-16,264.55,2X2,Collector
2022-10-17,2022-10-23,257.79,2X2,Collector
2022-10-24,2022-10-30,255.05,2X2,Collector
2022-10-31,2022-11-06,251.15,2X2,Collector
2022-11-07,2022-11-13,244.75,2X2,Collector
2022-11-14,2022-11-20,247.14,2X2,Collector
2022-11-21,2022-11-27,241.48,2X2,Collector
2022-11-28,2022-12-04,233.81,2X2,Collector
2022-12-05,2022-12-11,233.89,2X2,Collector
2022-12-12,2022-12-18,233.19,2X2,Collector
2022-12-19,2022-12-25,233.63,2X2,Collector
2022-12-26,2023-01-01,230.62,2X2,Collector
2023-01-02,2023-01-08,228.51,2X2,Collector
2023-01-09,2023-01-15,227.38,2X2,Collector
2023-01-16,2023-01-22,223.85,2X2,Collector
2023-01-23,2023-01-29,223.65,2X2,Collector
2022-04-25,2022-05-01,369.99,2X2,Draft
2022-05-02,2022-05-08,377.29,2X2,Draft
2022-05-09,2022-05-15,331.95,2X2,Draft
2022-05-16,2022-05-22,285.65,2X2,Draft
2022-05-23,2022-05-29,283.43,2X2,Draft
2022-05-30,2022-06-05,274.19,2X2,Draft
2022-06-06,2022-06-12,334.48,2X2,Draft
2022-06-13,2022-06-19,378.77,2X2,Draft
2022-06-20,2022-06-26,344.38,2X2,Draft
2022-06-27,2022-07-03,347.13,2X2,Draft
2022-07-04,2022-07-10,344.73,2X2,Draft
2022-07-11,2022-07-17,338.14,2X2,Draft
2022-07-18,2022-07-24,330.38,2X2,Draft
2022-07-25,2022-07-31,336.18,2X2,Draft
2022-08-01,2022-08-07,318.75,2X2,Draft
2022-08-08,2022-08-14,323.97,2X2,Draft
2022-08-15,2022-08-21,329.05,2X2,Draft
2022-08-22,2022-08-28,322.81,2X2,Draft
2022-08-29,2022-09-04,315.45,2X2,Draft
2022-09-05,2022-09-11,310.42,2X2,Draft
2022-09-12,2022-09-18,314.45,2X2,Draft
2022-09-19,2022-09-25,310.31,2X2,Draft
2022-09-26,2022-10-02,312.80,2X2,Draft
2022-10-03,2022-10-09,307.89,2X2,Draft
2022-10-10,2022-10-16,304.00,2X2,Draft
2022-10-17,2022-10-23,300.09,2X2,Draft
2022-10-24,2022-10-30,289.86,2X2,Draft
2022-10-31,2022-11-06,285.92,2X2,Draft
2022-11-07,2022-11-13,292.05,2X2,Draft
2022-11-14,2022-11-20,292.97,2X2,Draft
2022-11-21,2022-11-27,281.20,2X2,Draft
2022-11-28,2022-12-04,282.59,2X2,Draft
2022-12-05,2022-12-11,284.91,2X2,Draft
2022-12-12,2022-12-18,282.02,2X2,Draft
2022-12-19,2022-12-25,277.28,2X2,Draft
2022-12-26,2023-01-01,282.31,2X2,Draft
2023-01-02,2023-01-08,285.57,2X2,Draft
2023-01-09,2023-01-15,274.52,2X2,Draft
2023-01-16,2023-01-22,271.41,2X2,Draft
2023-01-23,2023-01-29,273.99,2X2,Draft
2022-07-18,2022-07-24,284.77,UNF,Collector
2022-07-25,2022-07-31,284.77,UNF,Collector
2022-08-01,2022-08-07,284.59,UNF,Collector
2022-08-08,2022-08-14,284.38,UNF,Collector
2022-08-15,2022-08-21,284.16,UNF,Collector
2022-08-22,2022-08-28,283.63,UNF,Collector
2022-08-29,2022-09-04,255.06,UNF,Collector
2022-09-05,2022-09-11,242.15,UNF,Collector
2022-09-12,2022-09-18,232.73,UNF,Collector
2022-09-19,2022-09-25,203.29,UNF,Collector
2022-09-26,2022-10-02,202.20,UNF,Collector
2022-10-03,2022-10-09,205.56,UNF,Collector
2022-10-10,2022-10-16,204.02,UNF,Collector
2022-10-17,2022-10-23,202.79,UNF,Collector
2022-10-24,2022-10-30,203.28,UNF,Collector
2022-10-31,2022-11-06,198.63,UNF,Collector
2022-11-07,2022-11-13,185.48,UNF,Collector
2022-11-14,2022-11-20,181.66,UNF,Collector
2022-11-21,2022-11-27,180.51,UNF,Collector
2022-11-28,2022-12-04,180.48,UNF,Collector
2022-12-05,2022-12-11,177.78,UNF,Collector
2022-12-12,2022-12-18,176.09,UNF,Collector
2022-12-19,2022-12-25,174.27,UNF,Collector
2022-12-26,2023-01-01,172.95,UNF,Collector
2023-01-02,2023-01-08,172.80,UNF,Collector
2023-01-09,2023-01-15,173.38,UNF,Collector
2023-01-16,2023-01-22,181.07,UNF,Collector
2023-01-23,2023-01-29,182.37,UNF,Collector
2022-06-13,2022-06-19,150.00,UNF,Draft
2022-06-20,2022-06-26,150.00,UNF,Draft
2022-06-27,2022-07-03,150.00,UNF,Draft
2022-07-04,2022-07-10,149.99,UNF,Draft
2022-07-11,2022-07-17,149.98,UNF,Draft
2022-07-18,2022-07-24,149.88,UNF,Draft
2022-07-25,2022-07-31,149.84,UNF,Draft
2022-08-01,2022-08-07,149.39,UNF,Draft
2022-08-08,2022-08-14,146.27,UNF,Draft
2022-08-15,2022-08-21,144.14,UNF,Draft
2022-08-22,2022-08-28,139.19,UNF,Draft
2022-08-29,2022-09-04,114.99,UNF,Draft
2022-09-05,2022-09-11,110.03,UNF,Draft
2022-09-12,2022-09-18,108.08,UNF,Draft
2022-09-19,2022-09-25,97.98,UNF,Draft
2022-09-26,2022-10-02,95.20,UNF,Draft
2022-10-03,2022-10-09,100.62,UNF,Draft
2022-10-10,2022-10-16,108.12,UNF,Draft
2022-10-17,2022-10-23,108.57,UNF,Draft
2022-10-24,2022-10-30,104.13,UNF,Draft
2022-10-31,2022-11-06,96.09,UNF,Draft
2022-11-07,2022-11-13,95.55,UNF,Draft
2022-11-14,2022-11-20,94.30,UNF,Draft
2022-11-21,2022-11-27,93.67,UNF,Draft
2022-11-28,2022-12-04,93.40,UNF,Draft
2022-12-05,2022-12-11,89.42,UNF,Draft
2022-12-12,2022-12-18,88.23,UNF,Draft
2022-12-19,2022-12-25,88.74,UNF,Draft
2022-12-26,2023-01-01,88.34,UNF,Draft
2023-01-02,2023-01-08,88.12,UNF,Draft
2023-01-09,2023-01-15,89.05,UNF,Draft
2023-01-16,2023-01-22,89.63,UNF,Draft
2023-01-23,2023-01-29,88.81,UNF,Draft